attempt_id,participant_code,input_mode,role_label,status,quality_status,summary_quality_status,feature_quality,device_class,event_count,paired_key_count,hold_mean_ms,down_down_mean_ms,up_down_mean_ms,raw_text_length,paste_count,summary_paste_count,paste_detected,fixed_prompt_match
32cd2b3c-91f6-4c80-a3f2-b6d35163eaf2,M001_1,free,genuine,submitted,low_quality,low_quality,medium,mobile,651.0,143,19.79020979020979,219.7887323943662,199.96478873239437,58.0,0,0.0,False,
0bf5c7bf-77b7-4cbf-aed5-5c0c3260b600,A001_1,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,1886.0,443,3.7979683974257634,169.55226244345914,165.75226244330406,196.0,0,0.0,False,0.0
b3de7d73-055a-4003-b764-95f691678e4a,A001_1,free,genuine,submitted,low_quality,low_quality,medium,mobile,1088.0,262,3.5557251909875687,486.19846743299587,482.63448275848367,79.0,0,0.0,False,
e57657ee-9b1f-4d1f-b285-753d72f83f8a,A001_1,free,genuine,submitted,usable,usable,medium,mobile,1433.0,340,3.755588235793766,164.74159292037157,160.98112094345169,130.0,0,0.0,False,
ff4bfb36-2e2a-4b29-81c2-c497589e8682,A001_1,free,genuine,submitted,usable,usable,medium,mobile,1113.0,265,3.5781132075583852,133.5098484848259,129.92424242424246,107.0,0,0.0,False,
79279849-0ae9-49a4-8b01-d69e4b39b1ba,A003,fixed,genuine,submitted,usable,usable,high,desktop,769.0,135,229.5437037079423,113.7708955220322,-117.24701492999922,55.0,0,0.0,False,1.0
1b328e98-f097-4cdb-b795-bed08feb8632,A003,fixed,genuine,submitted,usable,usable,high,desktop,642.0,113,386.91150444587777,108.01517856972558,-281.3642857372761,44.0,0,0.0,False,1.0
1d94c5f2-a4f9-4814-9f08-c75415a6bb18,A003,fixed,genuine,submitted,usable,usable,high,desktop,805.0,142,496.0514084503684,106.87375886389549,-391.9319148942934,53.0,0,0.0,False,1.0
c97b499a-d6c5-446f-8487-edc9e3e36898,A003,fixed,genuine,submitted,low_quality,low_quality,high,desktop,2266.0,443,850.169751710332,181.35927601799168,-670.5737556736932,177.0,0,0.0,False,0.0
a9c1370a-b7c7-498e-bbbc-2e8f1933d75b,A003,fixed,genuine,submitted,low_quality,low_quality,high,desktop,3052.0,588,928.3608843517952,168.69693356031453,-761.1381601344991,196.0,0,0.0,False,0.0
922e7a6e-633a-4a40-bd64-ece27bb3f914,A003,free,genuine,submitted,usable,usable,high,desktop,1397.0,254,669.5649606496332,140.23952569226503,-531.5304348025871,92.0,0,0.0,False,
a1d69dd9-cdc1-45af-8a98-c19ff99393f4,A003,free,genuine,submitted,usable,usable,high,desktop,2450.0,455,1484.4956043997956,145.10660792972547,-1342.3405286383513,135.0,0,0.0,False,
aca0ae72-61dc-4e5b-80fc-b4c641923e9e,A003,free,genuine,submitted,low_quality,low_quality,high,desktop,1619.0,297,2340.8397306320244,135.2983108114552,-2213.1527026948092,65.0,0,0.0,False,
6ae951e8-7d3b-4d17-a5ea-cac81d137003,A004,fixed,genuine,submitted,usable,usable,high,desktop,811.0,136,129.39485294678593,143.44740740723083,13.84740740193296,54.0,0,0.0,False,1.0
14401f8f-d393-4166-a237-82bf10376f30,A004,fixed,genuine,submitted,usable,usable,high,desktop,631.0,106,126.09339622506556,97.39047619047619,-29.152380951245625,44.0,0,0.0,False,1.0
fcecaa92-be1e-4b90-899a-82d056d35f48,A004,fixed,genuine,submitted,usable,usable,high,desktop,808.0,135,114.17925925872946,102.77014925319757,-11.662686566808343,53.0,0,0.0,False,1.0
46afab88-0dc2-43e3-a35b-adb5517cc4f3,A004,fixed,genuine,submitted,usable,usable,high,desktop,2146.0,376,133.45079787107198,148.16933333333333,14.617866668065641,176.0,0,0.0,False,1.0
53440805-403b-43b7-9aa8-a8508a7b8615,A004,fixed,genuine,submitted,usable,usable,high,desktop,3029.0,536,117.71361940254025,131.8917757007563,14.126355140454319,198.0,0,0.0,False,1.0
1b923e4b-7a4f-4e59-a091-0056760a23c3,A004,free,genuine,submitted,low_quality,low_quality,high,desktop,1310.0,227,116.81189426714171,219.61681415971398,102.5225663781159,71.0,0,0.0,False,
715b74df-6170-46a1-8426-78d2e1fb223c,A004,free,genuine,submitted,low_quality,low_quality,high,desktop,1216.0,211,117.987677727265,311.1452380952381,193.0942857117884,63.0,0,0.0,False,
155e4ada-b340-49f3-8ca3-02691cd287d8,A004,free,genuine,submitted,usable,usable,high,desktop,1266.0,216,108.53796296318332,168.05906976766366,59.5088372091918,81.0,0,0.0,False,
9acc0964-1f84-4326-8dfd-908353fd1331,A005,fixed,genuine,submitted,usable,usable,high,desktop,860.0,155,285.65032258063195,90.44415584415222,-196.59999999999033,54.0,0,0.0,False,1.0
b9bf1a28-3f1a-42b0-b3ac-7447756abee6,A005,fixed,genuine,submitted,usable,usable,high,desktop,632.0,111,300.060360360211,101.09727272727442,-200.97181818166916,44.0,0,0.0,False,1.0
e3175d04-7bba-41c9-a15d-1d15fad08146,A005,fixed,genuine,submitted,usable,usable,high,desktop,756.0,134,203.0194029849815,95.33684210526175,-108.60827067659649,53.0,0,0.0,False,1.0
df9732e5-41a1-4bb6-9f3f-f8c7b29ef3b6,A005,fixed,genuine,submitted,usable,usable,high,desktop,2248.0,428,820.931542056123,141.4344262295082,-681.2529274005185,176.0,0,0.0,False,1.0
26a06e80-5e0f-4931-b977-f506e67d16d5,A005,fixed,genuine,submitted,low_quality,low_quality,high,desktop,2837.0,532,881.8759398495838,114.9075329566862,-768.4785310734053,197.0,0,0.0,False,0.0
11c23c63-d8df-4376-b19e-2846c46945ea,A005,free,genuine,submitted,usable,usable,high,desktop,2016.0,368,615.7513586955788,104.98038147138914,-512.2528610353484,125.0,0,0.0,False,
8f79d2cb-28ad-4074-8ded-f64b5da5c20c,A005,free,genuine,submitted,usable,usable,high,desktop,2541.0,464,677.570258620781,119.42937365010759,-559.3799136070046,154.0,0,0.0,False,
47b75058-b9a4-41d5-9fbd-380d1727fed0,A005,free,genuine,submitted,usable,usable,high,desktop,1938.0,355,586.2721126759976,109.12966101695021,-478.52768361575824,116.0,0,0.0,False,
c26d8841-b4ec-40d2-bed4-227b3b80848d,A006,fixed,genuine,submitted,usable,usable,high,desktop,844.0,159,157.65471697603382,128.6848101268841,-29.636708855628967,54.0,0,0.0,False,1.0
8b987fd6-a925-48f2-b75f-0c7258a08ee2,A006,fixed,genuine,submitted,usable,usable,high,desktop,590.0,109,77.20550456615763,96.81851851940155,19.53888890919861,44.0,0,0.0,False,1.0
b04ddf19-97f1-4150-b0eb-9dc5a0148c9a,A006,fixed,genuine,submitted,usable,usable,high,desktop,725.0,134,192.16044775229778,109.35563909738582,-83.67669172036018,53.0,0,0.0,False,1.0
d3d0361c-f035-4bf4-95a7-62c5b7a33552,A006,fixed,genuine,submitted,low_quality,low_quality,high,desktop,2170.0,423,676.9654846360497,157.8329383886256,-520.6014218036598,174.0,0,0.0,False,0.0
1cb49d99-746b-41cf-9622-da69130d0b2c,A006,fixed,genuine,submitted,usable,usable,high,desktop,2766.0,535,248.5785046688867,142.29494382022472,-106.58089887247576,197.0,0,0.0,False,1.0
8b9ab8e3-51e6-47b9-9bef-f425d5939e81,A006,free,genuine,submitted,low_quality,low_quality,high,desktop,1346.0,270,157.84592592274657,404.37546468401484,246.21970260542165,70.0,0,0.0,False,
d44c958a-488e-408e-a47c-4b0528613ea8,A006,free,genuine,submitted,usable,usable,high,desktop,1296.0,255,100.98117647077528,272.73267716591755,171.59842519685034,87.0,0,0.0,False,
88ebaeae-8cef-4133-9136-454d78647a4a,A006,free,genuine,submitted,low_quality,low_quality,high,desktop,1286.0,250,93.2684000120158,190.83413654637624,97.55461846202303,62.0,0,0.0,False,
8d92d3fa-d708-44a0-a6cc-edcc323ed118,A007,fixed,genuine,excluded,excluded,excluded,low,desktop,0.0,0,0.0,0.0,0.0,0.0,0,0.0,False,0.0
4c75a85d-9a64-457b-abf1-021200d09d62,A0000000000,fixed,genuine,in_progress,,,,desktop,,0,0.0,0.0,0.0,,0,,False,
e5cede43-e80f-4c32-b5a4-2537d974820d,A007,fixed,genuine,cancelled,,,,desktop,,0,0.0,0.0,0.0,,0,,False,
b30c7101-39f4-4c56-8514-c7814ae080f2,A007,fixed,genuine,excluded,excluded,excluded,high,desktop,8.0,2,144.59999999776664,96.0,-67.59999999776664,44.0,2,2.0,True,1.0
bf2f1f26-84c4-4829-8532-dce50a87e5fa,A007,fixed,genuine,cancelled,,,,desktop,,0,0.0,0.0,0.0,,0,,False,
2b4e3abc-ff98-4ce7-a4cd-cad2de78b1e2,A007,fixed,genuine,excluded,excluded,excluded,low,desktop,0.0,0,0.0,0.0,0.0,0.0,0,0.0,False,0.0
ce369185-ed0f-4b1f-abdf-c15d78b3103d,A007,fixed,genuine,excluded,excluded,excluded,high,desktop,7.0,2,179.10000000149012,141.89999999850988,-86.20000000298023,176.0,2,2.0,True,1.0
8e368562-dd6f-4e1b-9bc0-b1f374bc968e,A007,fixed,genuine,excluded,excluded,excluded,high,desktop,8.0,2,156.9500000011176,69.90000000223517,-112.0,197.0,2,2.0,True,1.0
bacdb62b-b107-4ecb-9153-95e6feabfcf9,A007,free,genuine,submitted,low_quality,low_quality,high,desktop,8.0,2,142.9000000003723,67.90000000223472,-82.0,189.0,2,2.0,True,
f2f3db63-dc9b-4b75-88ab-1bee35fd4492,A007,free,genuine,submitted,low_quality,low_quality,high,desktop,8.0,2,136.15000000037253,59.899999998509884,-76.30000000074506,282.0,2,2.0,True,
a706f5c7-2600-47f9-9fff-4f0350851510,A007,free,genuine,submitted,low_quality,low_quality,high,desktop,7.0,2,156.09999999962747,103.89999999850988,-74.10000000149012,238.0,2,2.0,True,
43fd63cf-623a-4910-a07a-ef52268ea21f,A008,fixed,genuine,submitted,low_quality,low_quality,high,desktop,697.0,132,120.71363636363623,510.27862595419845,389.2725190839693,53.0,0,0.0,False,0.0
b53cec76-8684-40fc-9408-f3d923e27121,A008,fixed,genuine,submitted,usable,usable,high,desktop,563.0,106,123.83018867923973,658.8199999999998,535.4038095238147,44.0,0,0.0,False,1.0
9e1f7c50-0401-4116-b4e1-9b058caace0c,A008,fixed,genuine,submitted,usable,usable,high,desktop,804.0,152,134.7828947368444,448.3291390728474,313.1178807947,53.0,0,0.0,False,1.0
90599fa3-4399-41b8-aa33-1eb9db2834ef,A008,fixed,genuine,submitted,low_quality,low_quality,high,desktop,2038.0,402,149.14378109453534,1136.1406483790524,986.9304239401417,176.0,0,0.0,False,0.0
29a707de-7533-4eff-98dc-6ba0f9000d1b,A008,fixed,genuine,submitted,usable,usable,high,desktop,2451.0,479,338.40897703550155,509.7893305439327,170.92071129706025,197.0,0,0.0,False,1.0
110f4147-c303-4661-b8a3-3ce8a9fc0e7d,A008,free,genuine,submitted,usable,usable,high,desktop,1808.0,354,432.4350282485915,455.6104815864023,22.173371104811775,120.0,0,0.0,False,
92c1ee4b-4aaa-4143-b4ad-3c262c8becb6,A008,free,genuine,submitted,usable,usable,high,desktop,2874.0,543,117.67513812154944,934.2852398523978,816.539852398521,189.0,0,0.0,False,
570ed07c-a74e-43d5-9b8f-3c568439b913,A008,free,genuine,submitted,usable,usable,high,desktop,2183.0,422,641.8258293838879,358.5520190023762,-284.64726840855275,147.0,0,0.0,False,
7116a34c-1691-4e8c-808a-2f220acb1688,A009,fixed,genuine,submitted,low_quality,low_quality,high,desktop,736.0,129,183.2325581395385,131.54453124999964,-52.36015625000255,54.0,0,0.0,False,0.0
7f278cb5-7327-40ef-9912-167071320730,A009,fixed,genuine,submitted,usable,usable,high,desktop,581.0,102,263.7598039215778,116.52772277227771,-149.26138613862227,44.0,0,0.0,False,1.0
dd6bf186-d667-4d43-a411-d208fdfc175e,A009,fixed,genuine,submitted,usable,usable,high,desktop,697.0,122,408.6385245901707,120.64545454545339,-290.85619834711383,53.0,0,0.0,False,1.0
718fe779-085f-401f-ae07-f942fb400ffb,A009,fixed,genuine,submitted,usable,usable,high,desktop,2259.0,443,739.0984198645568,187.63099547511345,-552.9386877828026,176.0,0,0.0,False,1.0
f112332e-ff2f-4fb5-826b-a4f59ef954cc,A009,fixed,genuine,submitted,usable,usable,high,desktop,2654.0,497,1146.161167002003,166.78004032258093,-981.5409274193455,197.0,0,0.0,False,1.0
c39d1796-94c3-481b-a37c-d7540520fc6f,A009,free,genuine,submitted,usable,usable,high,desktop,1781.0,320,1301.5890625000015,216.1344827586204,-1089.2338557993749,129.0,0,0.0,False,
e0d78fdd-7182-4225-bd94-ec0df277bb0a,A009,free,genuine,submitted,usable,usable,high,desktop,1744.0,310,848.6319354838571,236.45113268608384,-614.6423948219929,125.0,0,0.0,False,
54d75a88-fafe-44f0-8c54-a0d64daab6d5,A009,free,genuine,submitted,low_quality,low_quality,high,desktop,848.0,155,489.8922580644789,150.47792207792267,-341.78376623372816,66.0,0,0.0,False,
7e15e977-9efe-4a15-a809-d2ed50780225,TEST,fixed,genuine,in_progress,,,,desktop,,0,0.0,0.0,0.0,,0,,False,
8c928634-5fe8-4f30-8db5-b66bc0f18300,P008,fixed,genuine,submitted,usable,usable,high,desktop,769.0,139,231.11079136630613,147.59782608695653,-84.49710144869228,54.0,0,0.0,False,1.0
6a20542f-12d1-492c-b2fc-26d85b6d4c9e,TEST,fixed,genuine,submitted,usable,usable,high,desktop,638.0,116,63.59568965512114,109.15913043478909,45.48608695657346,54.0,0,0.0,False,1.0
5c0fc32f-e1a4-4046-9e94-8c5b4b8f4d5b,TEST,fixed,genuine,submitted,usable,usable,high,desktop,511.0,93,70.3741935483951,99.06630434784229,28.698913043486368,44.0,0,0.0,False,1.0
6ebfcbce-25d3-49c5-9ecf-c74a2e1516b1,TEST,fixed,genuine,submitted,usable,usable,high,desktop,655.0,121,61.56611570254097,107.59416666667288,46.06999999992544,53.0,0,0.0,False,1.0
39e01df8-b623-4b4b-a6ca-b313ed361268,P008,fixed,genuine,submitted,usable,usable,high,desktop,600.0,108,120.77685185128614,142.14018691588785,20.524299065991553,44.0,0,0.0,False,1.0
8150e601-d407-4bab-8232-69ec4b2e73a1,TEST,fixed,genuine,submitted,usable,usable,high,desktop,1811.0,352,72.99204545459628,149.3159544159608,76.298290598246,176.0,0,0.0,False,1.0
bf5c6129-764e-46e8-88ea-70cf156944a9,P008,fixed,genuine,submitted,usable,usable,high,desktop,711.0,126,183.38412698387876,125.76640000000596,-58.25919999974979,53.0,0,0.0,False,1.0
45157275-f9f5-4261-ac6f-6c17dcdd003a,P008,fixed,genuine,submitted,usable,usable,high,desktop,2131.0,409,669.5083129583678,208.7267156862745,-462.1507352940446,176.0,0,0.0,False,1.0
b58b9ea6-88d0-456b-a40b-73ac80d243c9,TEST,fixed,genuine,submitted,usable,usable,high,desktop,2189.0,419,70.10930787589679,134.94617224880383,64.84593301435761,197.0,0,0.0,False,1.0
de43333b-66d8-41b3-8b77-17838728f91f,TEST,free,genuine,in_progress,,,,desktop,,0,0.0,0.0,0.0,,0,,False,
9e3d969c-e92c-4d6f-94ea-a34d0612ca2b,P008,fixed,genuine,submitted,usable,usable,high,desktop,2603.0,490,822.3824489798625,177.27832310838747,-646.591820041171,197.0,0,0.0,False,1.0
ab560233-89a8-42ba-8840-fa0517fdcc7c,P008,free,genuine,submitted,usable,usable,high,desktop,1328.0,239,393.73430962332185,216.97352941176158,-177.91008403351015,89.0,0,0.0,False,
b5eb4175-0438-48b9-bab6-3946757ca53b,P008,free,genuine,submitted,usable,usable,high,desktop,1967.0,360,537.1630555555122,215.9328690807758,-322.41448467962636,111.0,0,0.0,False,
5abcc777-cc2d-4df5-8773-9b0cc35d4b4b,P008,free,genuine,submitted,low_quality,low_quality,high,desktop,604.0,112,197.5026785714685,222.28108108107438,23.997297297257024,44.0,0,0.0,False,
c9189097-1cf4-463b-bcd5-304ebcb73090,P009,fixed,genuine,submitted,usable,usable,high,desktop,559.0,131,5.59465652021743,93.98615384652065,88.36692304611206,54.0,0,0.0,False,1.0
f46816e6-7dfa-4100-a062-b6d8faccc47b,P009,fixed,genuine,submitted,usable,usable,high,desktop,569.0,134,6.716417908668508,103.85263157966442,97.12105263444715,44.0,0,0.0,False,1.0
c3d772d4-c28e-494a-a249-afddbbd5b806,P009,fixed,genuine,submitted,usable,usable,high,desktop,652.0,151,5.562251645208193,103.62666666666667,98.05333334445953,53.0,0,0.0,False,1.0
c8b37013-25ec-4898-b9d7-88012726654a,P009,fixed,genuine,submitted,usable,usable,high,desktop,1652.0,376,23.432978724545766,135.87573333295185,112.39333333206162,176.0,0,0.0,False,1.0
6729cf13-edc4-455d-9055-47153da5c184,P009,fixed,genuine,submitted,low_quality,low_quality,high,desktop,2008.0,467,36.99657387702829,128.7330472106074,91.66759656529567,198.0,0,0.0,False,0.0
bd65cf1b-107f-40e7-a5da-15843798afdc,P009,free,genuine,submitted,usable,usable,high,desktop,1170.0,256,112.64414061885338,257.75960784332426,144.69529412400476,81.0,0,0.0,False,
0d0edd20-276f-4654-a6ec-2ce25c0a1ecd,P009,free,genuine,submitted,usable,usable,high,desktop,2048.0,473,115.55073995318052,270.26080508454373,154.4737288179031,139.0,0,0.0,False,
e1d9f6f3-397b-4a00-be99-104393cdebc2,P009,free,genuine,submitted,usable,usable,high,desktop,1172.0,256,8.669140637851939,241.99686274528497,233.30509802593934,85.0,0,0.0,False,
19f723a6-8b26-4c55-9950-6178d556b605,P007,fixed,genuine,in_progress,,,,mobile,,0,0.0,0.0,0.0,,0,,False,
21a8c10e-5b1a-416a-9369-7b730c1364f3,P007,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,56.0,12,6.516666670639855,784.3454545465381,778.1454545422038,12.0,0,0.0,False,0.0
1ea337b5-48df-41e9-ac25-56133e072efb,P007,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,56.0,12,6.308333327372869,648.799999995665,642.3727272748946,12.0,0,0.0,False,0.0
bd0b3a4f-3351-46dc-b1eb-692ac8b39bc1,P007,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,56.0,12,6.40833333134636,704.1636363647199,697.9454545487057,12.0,0,0.0,False,0.0
035472b6-cc09-41d1-80cb-1a3cd8eaa27b,P007,fixed,genuine,cancelled,,,,mobile,,0,0.0,0.0,0.0,,0,,False,
5a310197-9d02-4e88-a08d-c01e4f0e070f,P007,fixed,genuine,submitted,usable,usable,medium,mobile,802.0,190,7.557368420927081,136.29470899464593,128.72698412717344,54.0,0,0.0,False,1.0
2b1a948c-fd46-46d4-9f9c-e15c6d78dda9,P007,fixed,genuine,submitted,usable,usable,medium,mobile,635.0,150,6.891999998489882,133.42550335554472,126.53355704858014,44.0,0,0.0,False,1.0
e04accce-f8a9-47ed-8a86-a60a8889c2d5,P007,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,706.0,167,6.868862274521147,127.59939759036146,120.72771084452248,53.0,0,0.0,False,0.0
75c4e6c3-5633-468f-8fcd-899af803b5ae,P007,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,1979.0,470,7.850638297009905,184.56098081028537,176.70831556589624,175.0,0,0.0,False,0.0
e1aadc80-8a0f-4ac3-9f3f-5fa6afea431d,P007,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,2630.0,622,7.768167203837304,170.4743961353041,162.6990338152157,198.0,0,0.0,False,0.0
026440dd-4783-4b3a-a644-e246ab9f10b2,P007,fixed,genuine,in_progress,,,,mobile,,0,0.0,0.0,0.0,,0,,False,
7ff9bea7-4e90-4549-bf78-c3a3d8bf4d70,P007,fixed,genuine,submitted,usable,usable,medium,mobile,780.0,186,6.189784947262082,133.36486486486487,127.1718918906675,54.0,0,0.0,False,1.0
76144798-2986-40df-ab42-628d5da852cd,P007,fixed,genuine,submitted,low_quality,low_quality,medium,mobile,691.0,164,5.943292683944526,126.73128834348515,120.80981594982319,44.0,0,0.0,False,0.0
dfc46ba9-ff07-4977-b26e-9230ce10b3b2,P007,fixed,genuine,submitted,usable,usable,medium,mobile,771.0,183,6.479234972286915,128.55054945048394,122.0604395607669,53.0,0,0.0,False,1.0
a2f03231-76ea-431a-a6c3-f69a63407fdd,P007,fixed,genuine,submitted,usable,usable,medium,mobile,2211.0,525,6.941333334673044,173.94770992359588,166.99923663990185,176.0,0,0.0,False,1.0
21d670c2-ba10-447e-b21f-1541bceaba01,P007,fixed,genuine,cancelled,,,,mobile,,25,5.0240000009536745,127.44583333283663,122.25416666517656,,0,,False,
